,X,Y,id,spp_com,spp_bot,numberof_st,dbh_range,dbh,date_plant,city,neighborhood,address,street,suffix,site,x_longitude,y_latitude,ObjectId
4152,-7922421.142999999,5213596.038,24057,Apple/Crabapple,Malus species,1,0-3in,2.0,Fall 2022,Boston,Allston-Brighton,8,Nonantum Street,,1,-71.16832,42.35029,24940
27279,-7914996.132999999,5211298.633,37047,"Pear, Callery",Pyrus calleryana,1,6-12in,9.0,--,Boston,Mission Hill,49,Worthington Street,,2,-71.10162,42.335029999999996,37144
42162,-7916388.74,5209166.058,16338,"Maple, Norway",Acer platanoides,1,18-24in,23.0,--,Boston,Jamaica Plain,12,Ashcroft Street,,1,-71.11413,42.32087,17056
16269,-7909254.274,5213554.297,25122,"Elm, American",Ulmus americana,1,3-6in,4.0,--,Boston,South Boston,281,Summer Street,,1,-71.05004,42.35001,25093
32348,-7912495.341,5209810.463,9602,"Cherry, Yoshino Flowering",Prunus yedoensis,1,12-18in,13.0,--,Boston,Roxbury,67,Whiting Street,,1,-71.07915,42.32515,7546
1053,-7919406.6110000005,5204934.855,40185,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0.0,--,Boston,West Roxbury,14,Ravenna Road,,1,-71.14124,42.292759999999994,38434
25641,-7913277.36,5212340.325,10653,"Oak, Pin",Quercus palustris,1,6-12in,8.0,--,Boston,Fenway/Longwood,277,Huntington Avenue,,1,-71.08618,42.34195,11277
14273,-7914527.477999999,5213524.171,1423,"Maple, Red",Acer rubrum,1,3-6in,3.0,--,--,Fenway/Longwood,27,Deerfield Street,,2,-71.09741,42.34981,364
31321,-7912045.052999999,5213806.598999999,7273,"Linden, Littleleaf",Tilia cordata,1,12-18in,12.0,--,--,Back Bay/Beacon Hill,97,Newbury Street,,1,-71.07511,42.35168,7183
34483,-7919836.304,5198491.581,20473,"Maple, Norway",Acer platanoides,1,12-18in,14.0,--,Boston,Hyde Park,84,Leighton Road,,1,-71.1451,42.24993,20046
43866,-7920151.339,5205179.855,14517,"Sycamore, American",Platanus occidentalis,1,>30in,33.0,--,Boston,West Roxbury,40,Carlson Circle,,1,-71.14793,42.29439,14877
27581,-7915631.7,5206100.796,44054,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,10.0,--,Boston,Jamaica Plain,399,Forest Hills Street,,13,-71.10733,42.300509999999996,43340
15951,-7918372.453,5202399.898,31223,"Cherry, Okame",Prunus 'Okame',1,3-6in,4.0,--,Boston,Roslindale,84,Glendower Road,,1,-71.13195,42.275909999999996,31472
22330,-7907404.589,5211373.928,26388,"Maple, Norway",Acer platanoides,1,6-12in,6.0,--,Boston,South Boston,787,East Broadway,,2,-71.03341999999999,42.33553,26947
16111,-7911893.659,5213700.857,7303,"Elm, Accolade",Ulmus carpinifolia 'accolade',1,3-6in,4.0,--,--,Back Bay/Beacon Hill,450,Boylston Street,,8,-71.07375,42.35098,7247
2385,-7914506.3270000005,5210547.366,41156,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0.0,--,Boston,Mission Hill,40,Terrace Street,,1,-71.09722,42.330040000000004,42277
15189,-7912175.297,5213200.933999999,6849,"Pear, Callery",Pyrus calleryana,1,3-6in,3.0,--,--,Back Bay/Beacon Hill,142,Dartmouth Street,,2,-71.07628000000001,42.34766,5296
38545,-7910890.114,5205475.127,17806,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,18.0,--,Boston,Dorchester,14,Upland Avenue,,2,-71.06474,42.29635,18721
30735,-7914879.248,5213025.161,29318,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,12.0,--,Boston,Fenway/Longwood,1,Overland Street,,1,-71.10056999999999,42.3465,28290
21073,-7909220.432999999,5211562.321,26799,"Zelkova, Japanese",Zelkova serrata,1,3-6in,5.0,--,Boston,South Boston,370,West Fourth Street,,2,-71.04974,42.33678,26782
39456,-7913465.49,5205191.291999999,18767,"Elm, American",Ulmus americana,1,18-24in,19.0,--,Boston,Dorchester,900,Blue Hill Avenue,,1,-71.08787,42.29446,19377
25948,-7912303.313999999,5211055.733,27108,"Sweetgum, Common",Liquidambar styraciflua,1,6-12in,8.0,--,Boston,Roxbury,55,East Lenox Street,,2,-71.07743,42.333420000000004,26191
19682,-7911618.7,5207665.88,19522,Honeylocust,Gleditsia triacanthos,1,3-6in,5.0,--,Boston,Dorchester,370,Columbia Road,,7,-71.07128,42.31091,19647
38386,-7907871.686000001,5211245.776000001,26329,"Pear, Callery",Pyrus calleryana,1,12-18in,17.0,--,Boston,South Boston,681,East 4th Street,,2,-71.03761999999999,42.33468,26791
33993,-7911672.132999999,5212258.094,11165,Honeylocust,Gleditsia triacanthos,1,12-18in,14.0,--,Boston,South End,352,Shawmut Avenue,,1,-71.07176,42.3414,10665
17571,-7912828.297,5202527.931,21870,"Maple, Amur",Acer ginnala,1,3-6in,4.0,--,Boston,Mattapan,78,Woodbole Avenue,,1,-71.08215,42.276759999999996,20927
8305,-7918882.37,5203181.276000001,43455,"Linden,Littleleaf 'Greenspire'",Tilia cordata 'Greenspire',1,0-3in,2.0,Fall 2023,Boston,Roslindale,19,Wellsmere Road,,1,-71.13653000000001,42.28111,43891
40141,-7911427.23,5212404.635,10677,"Ash, Green",Fraxinus pennsylvanica,1,18-24in,20.0,--,Boston,South End,296,Shawmut Avenue,2-Jan,1,-71.06956,42.34238,11501
12514,-7911816.847999999,5213613.041,7012,Elm,Ulmus species,1,3-6in,3.0,--,Boston,Back Bay/Beacon Hill,222,Berkeley Street,,2,-71.07306,42.3504,5477
34640,-7921899.055,5204441.563,14097,"Maple, Red",Acer rubrum,1,12-18in,14.0,--,Boston,West Roxbury,90,Dwinell Street,,2,-71.16363,42.28948,13018
23334,-7910209.395,5213843.504,514,Ginkgo,Ginkgo biloba,1,6-12in,7.0,--,--,Central Boston,34,West Lincoln Street,,2,-71.05861999999999,42.351929999999996,1508
32937,-7903589.225,5218567.87,4474,"Maple, Norway",Acer platanoides,1,12-18in,13.0,--,--,East Boston,146,Saint Andrew Road,,1,-70.99915,42.38329,4310
35024,-7913996.484,5203202.879,21963,"Zelkova, Japanese",Zelkova serrata,1,12-18in,14.0,--,Boston,Mattapan,1261,Blue Hill Avenue,,2,-71.09264,42.28125,21012
1278,-7918093.041,5202838.467,39583,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0.0,--,Boston,Roslindale,153,Metropolitan Avenue,,1,-71.12944,42.27883,38893
884,-7920346.147999999,5202511.231000001,39922,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0.0,--,Boston,West Roxbury,23,Tennyson Street,,1,-71.14968,42.27665,38212
22267,-7918177.199,5201054.526000001,34553,"Maple, Hedge",Acer campestre,1,6-12in,6.0,--,Boston,Hyde Park,351,Poplar Street,,1,-71.1302,42.26697,34393
3025,-7907483.248,5218379.66,45666,Scheduled Planting Site - Fall 2024,Scheduled Planting Site - Fall 2024,0,,0.0,--,Boston,East Boston,124,Falcon Street,,1,-71.03413,42.38204,42885
2531,-7918094.154,5200946.82,40940,"Maple, Hedge",Acer campestre,0,,0.0,Fall 2021,Boston,Hyde Park,327,Poplar Street,,1,-71.12945,42.26625,42085
43905,-7920306.073,5203392.915,29683,"Planetree, London",Platanus x acerifolia,1,>30in,34.0,--,Boston,West Roxbury,109,Stratford Street,,1,-71.14931999999999,42.282509999999995,28616
9407,-7913576.808999999,5205668.369,38531,"Oak, Black",Quercus velutina,1,0-3in,2.0,Spring 2022,Boston,Dorchester,38,American Legion Highway,,2,-71.08887,42.29763,37934
42861,-7922107.667,5204419.141,14021,"Planetree, London",Platanus x acerifolia,1,24-30in,25.0,--,Boston,West Roxbury,17,Newfield Street,,1,-71.1655,42.28933,12937
10586,-7914720.506,5210738.001,23219,"Oak, Willow",Quercus phellos,1,0-3in,2.0,--,Boston,Mission Hill,49,Delle Avenue,,1,-71.09914,42.331309999999995,24065
23688,-7910597.9,5215367.26,4867,"Linden, Littleleaf",Tilia cordata,1,6-12in,7.0,--,--,Central Boston,7,Bullfinch Place,,4,-71.06211,42.36205,4857
32942,-7907633.462,5218006.657,5669,"Maple, Norway",Acer platanoides,1,12-18in,13.0,--,--,East Boston,173,Brooks Street,,1,-71.03548,42.37956,5981
30272,-7913731.097999999,5204199.893,18214,"Oak, Pin",Quercus palustris,1,6-12in,11.0,--,Boston,Dorchester,1070,Blue Hill Avenue,,1,-71.09026,42.28788,18977
40388,-7913280.7,5202024.083000001,21174,"Linden, Littleleaf",Tilia cordata,1,18-24in,20.0,--,Boston,Mattapan,2,Bluefield Terrace,,1,-71.08621,42.27341,21408
6245,-7908676.007999999,5214160.477,46492,Ginkgo,Ginkgo biloba,1,0-3in,2.0,--,Boston,South Boston,10,Fan Pier Blvd,,2,-71.04485,42.35403,43079
35480,-7913896.296,5210258.41,23124,Honeylocust,Gleditsia triacanthos,1,12-18in,15.0,--,Boston,Roxbury,8,Millmont Street,,1,-71.09174,42.32813,24020
6936,-7914269.217,5211752.975,27015,Honeylocust,Gleditsia triacanthos,1,0-3in,2.0,--,Boston,Fenway/Longwood,491,Huntington Avenue,,1,-71.09509,42.33805,27038
8546,-7914294.152000001,5203133.968,30784,"Maple, Hedge",Acer campestre,1,0-3in,2.0,Fall 2022,Boston,Mattapan,54,Wellington Hill Street,,1,-71.09531,42.28079,31774
725,-7920578.805,5200962.313999999,39788,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0.0,--,Boston,West Roxbury,5011,Washington Street,,1,-71.15177,42.26636,38033
17008,-7909714.022999999,5212177.068,26909,Honeylocust,Gleditsia triacanthos,1,3-6in,4.0,--,Boston,South Boston,129,West Broadway,,1,-71.05417,42.34087,26859
38992,-7920359.506,5205130.493,14518,"Maple, Norway",Acer platanoides,1,18-24in,18.0,--,Boston,West Roxbury,172,Church Street,,1,-71.1498,42.294059999999995,14879
23292,-7916611.935,5203131.711,11371,"Elm, American",Ulmus americana,1,6-12in,7.0,--,Boston,Roslindale,780,American Legion Highway,,2,-71.11613,42.28078,10880
18973,-7919309.318,5203212.659,33552,"Cherry, Autumnalis",Prunus subhirtella 'Autumnalis',1,3-6in,5.0,--,Boston,Roslindale,16,Havana Street,,1,-71.14036999999999,42.28131,32879
26311,-7913267.341,5206936.576,22344,Ginkgo,Ginkgo biloba,1,6-12in,9.0,--,Boston,Roxbury,274,Seaver Street,,1,-71.08609,42.306059999999995,21647
9790,-7909838.701,5204779.852,16970,"Oak, Pin",Quercus palustris,1,0-3in,2.0,--,Boston,Dorchester,40,Daly Street,,3,-71.05529,42.29173,15449
36590,-7907508.784,5218029.714,9045,Honeylocust,Gleditsia triacanthos,1,12-18in,16.0,--,--,East Boston,138,Trenton Street,,1,-71.03435999999999,42.379709999999996,8817
31484,-7908060.261,5210885.572,10107,"Maple, Norway",Acer platanoides,1,12-18in,12.0,--,Boston,South Boston,528,East Seventh Street,,1,-71.03931,42.33229,7959
41023,-7917707.876,5207270.739,15384,"Linden, Littleleaf",Tilia cordata,1,18-24in,21.0,--,Boston,Jamaica Plain,34,Slocum Road,,1,-71.12598,42.308279999999996,15923
15188,-7912176.856000001,5213207.26,6837,"Pear, Callery",Pyrus calleryana,1,3-6in,3.0,--,--,Back Bay/Beacon Hill,142,Dartmouth Street,,3,-71.07629,42.34771,5286
2181,-7911394.947000001,5218577.063,41720,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0.0,--,--,Charlestown,107,Baldwin Street,,1,-71.06926999999999,42.38335,41852
4203,-7910460.42,5202579.987,35172,Apple/Crabapple,Malus species,6,0-3in,2.0,--,Boston,Dorchester,2,Irena Road,,1,-71.06087,42.27711,36173
25800,-7920701.257,5203907.669,14335,"Pear, Callery",Pyrus calleryana,1,6-12in,8.0,--,Boston,West Roxbury,48,Railroad Street,,4,-71.15287,42.28593,14419
39026,-7917679.489,5201629.178,20621,"Maple, Norway",Acer platanoides,1,18-24in,18.0,--,Boston,Hyde Park,51,Windham Road,,1,-71.12572,42.270790000000005,20014
14584,-7909870.984,5208535.2469999995,35580,"Maple, Red",Acer rubrum,1,3-6in,3.0,--,Boston,Dorchester,23,Sudan Street,,1,-71.05558,42.31668,37337
22008,-7921227.7979999995,5203771.643,13758,"Lilac, Japanese Tree",Syringa reticulata,1,6-12in,6.0,--,Boston,West Roxbury,15,Richwood Street,,1,-71.1576,42.28503,12641
6193,-7911178.227999999,5214959.145,31061,Ginkgo,Ginkgo biloba,1,0-3in,2.0,--,--,Back Bay/Beacon Hill,83,Myrtle Street,,1,-71.06732,42.35934,32438
18397,-7910299.007,5205035.232,17036,"Oak, Willow",Quercus phellos,1,3-6in,4.0,--,Boston,Dorchester,42,Whitten Street,,1,-71.05943,42.29343,15580
34894,-7915121.924,5207705.018,34797,"Pear, Callery",Pyrus calleryana,1,12-18in,14.0,--,Boston,Jamaica Plain,3266,Washington Street,,3,-71.10275,42.31116,34041
12890,-7914341.574,5210796.728,30069,Ginkgo,Ginkgo biloba,1,3-6in,3.0,--,Boston,Mission Hill,1415,Tremont Street,,1,-71.09574,42.3317,29923
28028,-7912990.156,5207213.539,22346,Honeylocust,Gleditsia triacanthos,1,6-12in,10.0,--,Boston,Dorchester,482,Blue Hill Avenue,,2,-71.0836,42.3079,21651
19949,-7920828.717999999,5212443.642,23780,"Hornbeam, European",Carpinus betulus,1,3-6in,5.0,--,Boston,Allston-Brighton,2,Hatherly Road,,1,-71.15401,42.34264,24699
43372,-7921064.158,5202776.48,34383,"Linden, Littleleaf",Tilia cordata,1,24-30in,28.0,--,Boston,West Roxbury,68,Landseer Street,,2,-71.15613,42.278420000000004,34036
23542,-7908171.135,5211007.546,25827,Honeylocust,Gleditsia triacanthos,1,6-12in,7.0,--,Boston,South Boston,508,East Sixth Street,,1,-71.04030999999999,42.3331,25836
22390,-7909834.248,5215386.092,8776,"Maple, Red",Acer rubrum,1,6-12in,6.0,--,--,Central Boston,120,North Street,,2,-71.05525,42.36217,8570
14695,-7916193.931,5203669.323,11424,"Oak, Northern Red",Quercus rubra,1,3-6in,3.0,--,Boston,Roslindale,672,American Legion Highway,,2,-71.11238,42.28435,10922
34181,-7914135.632999999,5201545.385,36366,Honeylocust,Gleditsia triacanthos,1,12-18in,14.0,--,Boston,Mattapan,1573,Blue Hill Avenue,,3,-71.09389,42.27023,35275
39942,-7912106.279,5211874.358,11184,"Oak, Northern Red",Quercus rubra,1,18-24in,19.0,--,Boston,South End,464,Shawmut Avenue,,1,-71.07566,42.33886,10684
34971,-7915065.151000001,5213639.25,6539,"Sweetgum, Common",Liquidambar styraciflua,1,12-18in,14.0,--,--,Fenway/Longwood,195,Back Street,,1,-71.10224000000001,42.350570000000005,5043
351,-7910197.15,5209992.651000001,24286,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0.0,--,Boston,Dorchester,37,Rawson Street,,1,-71.05851,42.32636,23651
23677,-7915708.578,5209391.896000001,610,"Linden, Littleleaf",Tilia cordata,1,6-12in,7.0,--,Boston,Jamaica Plain,362,Centre Street,a,1,-71.10802,42.32237,1584
23209,-7919714.41,5212460.36,36360,Elm,Ulmus species,1,6-12in,7.0,--,Boston,Allston-Brighton,1637,Commonwealth Avenue,,2,-71.14399999999999,42.34275,35269
25549,-7911035.472999999,5216199.572,42830,"Maple, Red",Acer rubrum,1,6-12in,8.0,--,--,Central Boston,200,Nashua Street,,10,-71.06604,42.36757,40962
25531,-7911658.775,5211851.919,27741,"Maple, Red",Acer rubrum,1,6-12in,8.0,--,Boston,South End,1,Saint George Street,,3,-71.07164,42.33871,29108
30646,-7907440.323,5216449.78,5100,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,12.0,--,--,East Boston,122,Cottage Street,,4,-71.03374000000001,42.36923,5689
10894,-7910120.339,5203319.338,17767,Rose-of-Sharon,Hibiscus syriacus,5,0-3in,2.0,--,Boston,Dorchester,461,Gallivan Boulevard,,1,-71.05781999999999,42.28202,18504
12883,-7914520.799,5213136.016,29344,Ginkgo,Ginkgo biloba,1,3-6in,3.0,--,Boston,Fenway/Longwood,49,Lansdowne Street,,5,-71.09735,42.347229999999996,28308
33994,-7912146.353999999,5211838.817,11183,Honeylocust,Gleditsia triacanthos,1,12-18in,14.0,--,Boston,South End,472,Shawmut Avenue,,1,-71.07602,42.33862,10683
35818,-7919343.159,5205205.138,15258,"Maple, Norway",Acer platanoides,1,12-18in,15.0,--,Boston,West Roxbury,25,Morey Road,,2,-71.14067,42.29456,15775
18679,-7913728.204,5204693.021000001,18268,"Sweetgum, Common",Liquidambar styraciflua,1,3-6in,4.0,--,Boston,Dorchester,21,Donald Road,,1,-71.09023,42.29115,18897
34097,-7908379.302,5211126.509,25800,Honeylocust,Gleditsia triacanthos,1,12-18in,14.0,--,Boston,South Boston,436,East 5th Street,,1,-71.04218,42.333890000000004,25799
11470,-7910334.741,5209274.008,32330,Tulip Tree,Liriodendron tulipifera,1,0-3in,2.0,--,Boston,Dorchester,25,Mayhew Street,,1,-71.05975,42.32159,31821
25317,-7916406.551,5209232.605,32118,"Maple, Hedge",Acer campestre,1,6-12in,8.0,--,Boston,Jamaica Plain,89,Perkins Street,,2,-71.11429,42.32131,30489
10783,-7910527.768999999,5204405.147,40355,"Pear, Callery 'Chanticleer'",Pyrus calleryana 'Chanticleer',1,0-3in,2.0,Spring 2022,Boston,Dorchester,28,Edwin Street,,1,-71.06148,42.28924,40108
7220,-7910452.071,5216947.916999999,39065,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,0-3in,2.0,Spring 2021,--,Charlestown,25,Park Street,,2,-71.0608,42.37254,39385
31142,-7912696.272000001,5208207.512,22539,Honeylocust,Gleditsia triacanthos,1,12-18in,12.0,--,Boston,Roxbury,31,Holborn Street,,1,-71.08096,42.3145,22346
27668,-7911886.4229999995,5213411.805,7026,"Elm, Accolade",Ulmus carpinifolia 'accolade',1,6-12in,10.0,--,--,Back Bay/Beacon Hill,390,Stuart Street,,2,-71.07368000000001,42.349059999999994,6777
21350,-7909622.185,5212624.676,25049,"Elm, Accolade",Ulmus carpinifolia 'accolade',1,6-12in,6.0,--,Boston,South Boston,141,A Street,,5,-71.05334,42.34384,25033
24233,-7912833.195,5210759.0819999995,24775,"Pear, Callery",Pyrus calleryana,1,6-12in,7.0,--,Boston,Roxbury,2164,Washington Street,,2,-71.08219,42.33145,22737
24179,-7910083.603999999,5218099.336,2508,"Pear, Callery",Pyrus calleryana,1,6-12in,7.0,--,--,Charlestown,54,Old Ironsides Way,,1,-71.05749,42.380179999999996,3039
20679,-7906551.882,5211425.5819999995,25438,"Oak, Pin",Quercus palustris,1,3-6in,5.0,--,Boston,South Boston,950,East Broadway,,1,-71.02575999999999,42.335879999999996,25341
20647,-7918126.437000001,5213946.687,9638,"Oak, Pin",Quercus palustris,1,3-6in,5.0,--,Boston,Allston-Brighton,100,Brighton Avenue,,4,-71.12974,42.35262,7556
28407,-7912871.6,5213822.114,7387,"Maple, Norway",Acer platanoides,1,6-12in,10.0,--,--,Back Bay/Beacon Hill,258,Marlborough Street,,1,-71.08253,42.35179,7321
12187,-7917186.901000001,5198355.782,30781,Apple/Crabapple,Malus species,1,3-6in,3.0,--,Boston,Hyde Park,126,Dana Avenue,,1,-71.1213,42.24903,31682
23713,-7911857.48,5210831.362,27070,"Linden, Littleleaf",Tilia cordata,1,6-12in,7.0,--,Boston,Roxbury,11,Melnea Cass Boulevard,,1,-71.07343,42.33193,27469
16079,-7914346.027000001,5211822.552,37581,Elm,Ulmus species,1,3-6in,4.0,--,Boston,Fenway/Longwood,20,Museum Road,,2,-71.09578,42.33851,39485
4543,-7919728.325,5204060.551,12032,"Cherry, Yoshino",Prunus x yedoensis,1,0-3in,2.0,Spring 2023,Boston,Roslindale,150,Tyndale Street,,1,-71.14413,42.28695,11075
3431,-7911498.475,5213015.069,28615,Ginkgo,Ginkgo biloba,1,0-3in,1.0,--,Boston,South End,9,Appleton Street,,4,-71.0702,42.34643,28661
12678,-7919803.5770000005,5203936.41,11763,"Elm, American",Ulmus americana,1,0-3in,3.0,--,Boston,Roslindale,317,Belgrade Avenue,,1,-71.14480999999999,42.28613,11712
4241,-7916282.065,5204562.698,43100,Apple/Crabapple,Malus species,1,0-3in,2.0,Spring 2023,Boston,Jamaica Plain,6,Wayburn Road,,1,-71.11317,42.29029,43388
7374,-7916203.949,5205726.463,16231,"Hophornbeam, Eastern",Ostrya virginiana,1,0-3in,2.0,--,Boston,Jamaica Plain,48,Weld Hill Street,,1,-71.11247,42.29802,16821
12887,-7911054.31,5212036.857,30052,Ginkgo,Ginkgo biloba,1,3-6in,3.0,--,Boston,South End,106,Union Park Street,,2,-71.06621,42.339940000000006,29554
39923,-7921854.527000001,5204156.254,13793,"Maple, Red",Acer rubrum,1,18-24in,19.0,--,Boston,West Roxbury,194,Mount Vernon Street,,3,-71.16323,42.28759,12758
20174,-7917088.938999999,5201698.078,32411,"Maackia, Amur",Maackia amurensis,1,3-6in,5.0,--,Boston,Roslindale,851,Hyde Park Avenue,,2,-71.12042,42.27125,31953
35365,-7907698.472,5217933.117,5865,Honeylocust,Gleditsia triacanthos,1,12-18in,15.0,--,--,East Boston,90,Trenton Street,,1,-71.03605999999999,42.37907,6447
29477,-7907300.171,5216612.508,4355,Honeylocust,Gleditsia triacanthos,1,6-12in,11.0,--,--,East Boston,182,Cottage Street,,1,-71.03249,42.370309999999996,4240
21994,-7903499.056,5218522.357,5701,Katsura Tree,Cercidiphyllum japonicum,1,6-12in,6.0,--,--,East Boston,156,Saint Andrew Road,,2,-70.99834,42.382979999999996,5892
19668,-7910943.658,5205276.472,17769,Honeylocust,Gleditsia triacanthos,1,3-6in,5.0,--,Boston,Dorchester,69,Melville Avenue,,1,-71.06522,42.29503,18510
24455,-7904699.08,5218975.3889999995,5786,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,8.0,--,--,East Boston,948,Bennington Street,,3,-71.00912,42.38599,6217
13681,-7914777.39,5212793.664,37760,Honeylocust,Gleditsia triacanthos,1,3-6in,3.0,--,Boston,Fenway/Longwood,433,Van Ness Street,,4,-71.09966,42.34496,39719
6132,-7920362.4,5202651.904,27209,Ginkgo,Ginkgo biloba,1,0-3in,2.0,--,Boston,West Roxbury,108,Woodard Road,,1,-71.14983000000001,42.277590000000004,26343
9377,-7910815.418,5217617.563999999,3825,"Maple, Silver",Acer saccharinum,1,0-3in,2.0,--,--,Charlestown,3,Elm Street,,1,-71.06406,42.376979999999996,2717
11069,-7913168.824,5208411.799,38413,"Serviceberry, Cumulus",Amelanchier laevis 'Cumulus',1,0-3in,2.0,Fall 2021,Boston,Roxbury,36,Deckard Street,,1,-71.08521,42.31586,37791
34163,-7911989.95,5214143.867,31032,Honeylocust,Gleditsia triacanthos,1,12-18in,14.0,--,--,Back Bay/Beacon Hill,62,Marlborough Street,,4,-71.07462,42.35392,32485
2705,-7912086.7979999995,5202343.179,21729,Scheduled Planting Site - Fall 2024,Scheduled Planting Site - Fall 2024,0,,0.0,--,Boston,Mattapan,19,Clearwater Drive,,2,-71.07549,42.27554,20672
3104,-7913453.632,5209008.319,45849,Scheduled Planting Site - Fall 2024,Scheduled Planting Site - Fall 2024,0,,0.0,--,Boston,Roxbury,156,Walnut Ave,,2,-71.08776,42.31982,43155
35295,-7911835.772999999,5214379.766,1440,Honeylocust,Gleditsia triacanthos,1,12-18in,15.0,--,--,Back Bay/Beacon Hill,100,Beacon Street,,1,-71.07323000000001,42.35549,381
29060,-7909045.437999999,5211971.345,26580,"Zelkova, Japanese",Zelkova serrata,1,6-12in,10.0,--,Boston,South Boston,289,West 2nd Street,,1,-71.04816,42.3395,26134
26391,-7913645.828,5213642.263,4263,Honeylocust,Gleditsia triacanthos,1,6-12in,9.0,--,--,Back Bay/Beacon Hill,25,Massachusetts Avenue,,1,-71.08949,42.350590000000004,4157
35691,-7912043.495,5212817.159,28703,"Linden, Littleleaf",Tilia cordata,1,12-18in,15.0,--,Boston,South End,133,Appleton Street,,1,-71.0751,42.34512,28842
5881,-7911648.756,5204475.422,17127,"Elm, prospector",Ulmus wilsoniana,1,0-3in,2.0,--,Boston,Dorchester,4,Epping Street,,1,-71.07155,42.28971,16597
26075,-7907497.207,5217353.858,3701,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,9.0,--,--,East Boston,218,Marion St,,1,-71.03426,42.37523,2667
8570,-7920481.957,5200794.289,37807,"Maple, Hedge",Acer campestre,1,0-3in,2.0,Spring 2021,Boston,West Roxbury,35,Woodley Avenue,,1,-71.1509,42.265240000000006,39646
24177,-7909791.947000001,5203366.884,1841,"Pear, Callery",Pyrus calleryana,1,6-12in,7.0,--,Boston,Dorchester,525,Gallivan Boulevard,-527,1,-71.05487,42.282340000000005,2300
17963,-7919241.302,5202661.683,33568,"Maple, Red",Acer rubrum,1,3-6in,4.0,--,Boston,Roslindale,19,Brahms Street,,1,-71.13976,42.27765,32927
31569,-7922333.201,5213716.975,24195,"Maple, Norway",Acer platanoides,1,12-18in,12.0,--,Boston,Allston-Brighton,615,Washington Street,,9,-71.16753,42.35109,23796
1276,-7917976.156,5203090.936000001,39579,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0.0,--,Boston,Roslindale,40,Whitford Street,,1,-71.12839,42.28051,38889
35675,-7922599.254,5214271.306,24099,"Linden, Littleleaf",Tilia cordata,1,12-18in,15.0,--,Boston,Allston-Brighton,24,Bellamy Street,,1,-71.16991999999999,42.35477,23662
33509,-7913850.655,5210573.868,23197,"Planetree, London",Platanus x acerifolia,1,12-18in,13.0,--,Boston,Roxbury,205,Roxbury Street,,2,-71.09133,42.330220000000004,24043
28416,-7912513.708,5213951.356000001,7677,"Maple, Norway",Acer platanoides,1,6-12in,10.0,--,--,Back Bay/Beacon Hill,166,Marlborough Street,,1,-71.07932,42.35265,9067
38807,-7912559.348999999,5212791.856000001,6283,"Linden, Littleleaf",Tilia cordata,1,18-24in,18.0,--,--,Back Bay/Beacon Hill,17,Follen Street,,1,-71.07973,42.34495,6374
24358,-7911245.779,5208018.585,19842,"Zelkova, Japanese",Zelkova serrata,1,6-12in,7.0,--,Boston,Dorchester,461,Columbia Road,,1,-71.06793,42.31325,17862
21822,-7920336.129,5213419.788,23614,Honeylocust,Gleditsia triacanthos,1,6-12in,6.0,--,Boston,Allston-Brighton,736,Cambridge Street,,15,-71.14959,42.34912,24482
24379,-7913596.847,5209643.787,30662,"Zelkova, Japanese",Zelkova serrata,1,6-12in,7.0,--,Boston,Roxbury,2671,Washington Street,,1,-71.08905,42.324040000000004,30721
625,-7918155.937000001,5207607.925,38411,Empty Pit/Planting Site,Empty Pit/Planting Site,0,,0.0,--,Boston,Jamaica Plain,14,Neillian Crescent,,1,-71.13,42.310520000000004,37789
42127,-7912248.767999999,5211840.323,33061,"Linden, Silver",Tilia tomentosa,1,18-24in,23.0,--,Boston,South End,39,Worcester Street,,1,-71.07694000000001,42.33863,32550
36904,-7916651.009,5209051.636,35023,"Linden, Littleleaf",Tilia cordata,1,12-18in,16.0,--,Boston,Jamaica Plain,332,Jamaicaway,,2,-71.11649,42.32011,34265
30324,-7914297.602999999,5201475.432,21393,"Pagoda Tree, Japanese",Sophora japonica,1,6-12in,11.0,--,Boston,Mattapan,50,Rexford Street,,1,-71.09534000000001,42.26977,21974
16914,-7912635.492000001,5202480.238,21933,Honeylocust,Gleditsia triacanthos,1,3-6in,4.0,--,Boston,Mattapan,134,Standard Street,,1,-71.08041,42.27645,20892
15168,-7918786.116,5215438.821,37246,"Pagoda Tree, Japanese",Sophora japonica,1,0-3in,3.0,--,Boston,Allston-Brighton,304,Western Avenue,,1,-71.13566999999999,42.36252,36436
28963,-7913223.927,5210416.966,24339,"Planetree, London",Platanus x acerifolia,1,6-12in,10.0,--,Boston,Roxbury,1,Malcolm X Boulevard,,3,-71.0857,42.32918,23818
