,Unnamed: 0,Unnamed: 0.1,X,Y,OBJECTID,METER_ID,VENDOR,PAY_POLICY,PRE_PAY,PARK_NO_PAY,GREEN_DOME,TOW_AWAY,STREET_CLEANING,DIR,BLK_NO,STREET,LOCK_,LOCK__,LONGITUDE,LATITUDE,TRAVEL_DIRECTION,FROM_INTERSECTION,TO_INTERSECTION,SPACE_NUMBER,NUMBEROFSPACES,METER_TYPE,HAS_SENSOR,G_DISTRICT,G_PASSPORT_ZONES,G_PM_ZONE,G_SUBZONE,G_ZONE,BASE_RATE,POLE_MOUNT,YOKE,HOUSING_TYPE,HOUSING_MANUFACTURER,SIDEWALKGE,COIN_SLOTLE,METER_CONDITION,PERMIT_RATE,INSTALLED_ON,PURCHASED_DATE,METER_STATE,SPACE_STATE,text
247,1937,1344,776967.6281,2955074.1380000007,1345,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,PURC,OLIVER ST,1.0,,-71.05306800000002,42.356006,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,983.0,0BD,BD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:OLIVER ST
METER_TYPE：SINGLE-SPACE"
1450,1827,3010,771689.2193,2952668.097,3011,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,BERK,STUART ST,1.0,,-71.072641,42.34947800000001,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:STUART ST
METER_TYPE：SINGLE-SPACE"
212,289,3475,771454.5702,2953697.16,3476,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,NEWB,BERKELEY ST,1.0,,-71.07349,42.352305,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DE,DE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BERKELEY ST
METER_TYPE：SINGLE-SPACE"
909,1157,2184,771608.4085,2952071.123,2185,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,CHAN,COLUMBUS AV,1.0,,-71.072951,42.347840999999995,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CD,CD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COLUMBUS AV
METER_TYPE：SINGLE-SPACE"
1741,1410,1044,775834.7977,2954975.3010000004,1045,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,FRAN,DEVONSHIRE ST,1.0,,-71.057261,42.355751,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0BA,BA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:DEVONSHIRE ST
METER_TYPE：SINGLE-SPACE"
1244,967,1623,775477.887,2953066.0310000004,1624,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,KNEE,LINCOLN ST,1.0,,-71.05861800000002,42.350516999999996,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CA,CA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:LINCOLN ST
METER_TYPE：SINGLE-SPACE"
1696,463,1005,775017.191,2956541.0319999997,1006,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,SOME,CAMBRIDGE ST,1.0,,-71.06025600000002,42.360059,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0BA,BA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:CAMBRIDGE ST
METER_TYPE：SINGLE-SPACE"
1182,82,6178,764743.2431,2952911.671,6179,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,SILB,BAY STATE RD,1.0,,-71.098332,42.350239,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KA,KA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BAY STATE RD
METER_TYPE：SINGLE-SPACE"
361,331,2132,771946.0554,2952231.3419999997,2133,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,CHAN,BERKELEY ST,1.0,,-71.071699,42.348276,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CD,CD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BERKELEY ST
METER_TYPE：SINGLE-SPACE"
1473,1150,410,778764.8226,2950192.264,411,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,FARG,D STREET,1.0,,-71.046515,42.342584,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:D STREET
METER_TYPE：SINGLE-SPACE"
678,948,14,770553.9447,2953306.381,15,450015.0,Parkeon,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,CLAR,NEWBURY ST C-D,1.0,,-71.076829,42.351245,,,,15.0,1.0,MULTI-SPACE STALL,NO,DISTRICT 0,,891.0,0MS,MS,0.25,,,,,,,,,1/1/2017 0:00,,ACTIVE,ACTIVE,"STREET:NEWBURY ST C-D
METER_TYPE：MULTI-SPACE STALL"
1621,1218,5242,757300.6107,2953336.637,5243,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,BRIG,COMMONWEALTH AV,1.0,,-71.125858,42.351498,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0GC,GC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
1089,213,4700,766263.9126,2949147.788,4701,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,HUNT,FORSYTH WY,1.0,,-71.092773,42.339890999999994,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FB,FB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:FORSYTH WY
METER_TYPE：SINGLE-SPACE"
1987,330,2118,772061.8938,2951934.915,2119,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,W,CHAN,BERKELEY ST,1.0,,-71.071276,42.347460999999996,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CD,CD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BERKELEY ST
METER_TYPE：SINGLE-SPACE"
1847,134,6180,764788.6764,2952907.5110000004,6181,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,SILB,BAY STATE RD,1.0,,-71.098164,42.350227000000004,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KA,KA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BAY STATE RD
METER_TYPE：SINGLE-SPACE"
987,1717,1468,776817.1540000002,2954955.64,1469,,IPS,11:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-11:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,OLIV,HIGH ST,1.0,,-71.053627,42.355683,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:HIGH ST
METER_TYPE：SINGLE-SPACE"
1512,313,1803,773983.5176,2952441.7339999997,1804,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,STUA,WASHINGTON ST,1.0,,-71.06415799999998,42.348825,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CB,CB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:WASHINGTON ST
METER_TYPE：SINGLE-SPACE"
111,1419,5481,756383.267,2952941.2369999997,5482,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,THORN,COMMONWEALTH AV,1.0,,-71.129258,42.350424,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0GD,GD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
1487,935,6226,765584.2276,2952906.535,6227,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,BACK,RALEIGH ST,1.0,,-71.095221,42.350214,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KA,KA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:RALEIGH ST
METER_TYPE：SINGLE-SPACE"
1453,1099,3624,770044.1987,2953949.624,3625,,IPS,08:00AM-06:00PM MON-FRI $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-FRI, 00:00AM-24:00AM SAT, 06:00PM-24:00AM MON-FRI",,,,E,MARL,DARTMOUTH ST,1.0,,-71.078703,42.353017,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DF,DF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:DARTMOUTH ST
METER_TYPE：SINGLE-SPACE"
383,1674,589,773180.8952,2957027.262,590,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,PARK,BLOSSOM ST,1.0,,-71.067041,42.361419,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AE,AE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BLOSSOM ST
METER_TYPE：SINGLE-SPACE"
1395,1917,3091,771175.9448,2954334.6119999997,3092,,IPS,"08:00AM-04:00PM MON-FRI $0.25 120, 08:00AM-06:00PM SAT $0.25 120",,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 04:00PM-24:00AM MON-FRI, 06:00PM-24:00AM SAT",,,,W,MARL,BERKELEY ST,1.0,,-71.07450899999998,42.354058,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,470.0,465.0,0DC,DC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BERKELEY ST
METER_TYPE：SINGLE-SPACE"
1054,1645,1471,776653.3039,2954913.603,1472,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,HIGH,PEARL ST,1.0,,-71.054234,42.35557,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0BD,BD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:PEARL ST
METER_TYPE：SINGLE-SPACE"
755,179,3721,769345.9186,2953910.472,3722,,IPS,08:00AM-06:00PM MON-FRI $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-FRI, 00:00AM-24:00AM SAT, 06:00PM-24:00AM MON-FRI",,,,W,BEAC,EXETER ST,1.0,,-71.081287,42.352919,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DF,DF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:EXETER ST
METER_TYPE：SINGLE-SPACE"
324,990,6018,772779.3094,2948949.497,6019,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,ALBA,PLYMPTON ST,1.0,,-71.068678,42.33925900000001,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0HC,HC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:PLYMPTON ST
METER_TYPE：SINGLE-SPACE"
1623,1415,3011,771669.2525,2952660.708,3012,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,BERK,STUART ST,1.0,,-71.072715,42.349458,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:STUART ST
METER_TYPE：SINGLE-SPACE"
787,818,4912,765265.3221,2951006.357,4913,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,IPSW,BOYLSTON ST,1.0,,-71.096434,42.345003999999996,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FE,FE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BOYLSTON ST
METER_TYPE：SINGLE-SPACE"
368,1196,6937,760682.4218,2953053.982,6938,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,AMOR,COMMONWEALTH AV,1.0,,-71.113352,42.350681,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KE,KE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
1819,392,6613,761102.0414,2953153.19,6614,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,BU,COMMONWEALTH AV,1.0,,-71.111798,42.350947999999995,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KD,KD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
69,1487,6662,759579.3236,2953401.7739999997,6663,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,BUI,COMMONWEALTH AV,1.0,,-71.117427,42.351649,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KD,KD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
857,597,4301,769188.4855,2951011.04,4302,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,CUMB,HUNTINGTON AV,1.0,,-71.08192199999998,42.344965,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0EE,EE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:HUNTINGTON AV
METER_TYPE：SINGLE-SPACE"
1483,635,324,778548.9363,2952511.797,325,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1.0,,-71.047268,42.348952000000004,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:SUMMER ST
METER_TYPE：SINGLE-SPACE"
1555,685,4645,765576.1722,2948621.9269999997,4646,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,HUNT,MUSEUM RD,1.0,,-71.095326,42.338457,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0FB,FB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:MUSEUM RD
METER_TYPE：SINGLE-SPACE"
1691,402,247,774233.2503,2957887.2139999997,248,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,STAN,MERRIMAC ST,1.0,,-71.063131,42.363764,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:MERRIMAC ST
METER_TYPE：SINGLE-SPACE"
1474,790,1801,773999.8581,2952523.814,1802,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,STUA,WASHINGTON ST,1.0,,-71.06409599999998,42.34905,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CB,CB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:WASHINGTON ST
METER_TYPE：SINGLE-SPACE"
1798,540,6253,764199.0768,2952857.3660000013,6254,,IPS,08:00AM-06:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,COMM,SILBER WY,1.0,,-71.100346,42.350097,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KB,KB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:SILBER WY
METER_TYPE：SINGLE-SPACE"
478,273,3346,772131.0009,2956683.402,3347,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,REVE,CHARLES ST,1.0,,-71.070932,42.36049000000001,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DD,DD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:CHARLES ST
METER_TYPE：SINGLE-SPACE"
281,1465,240,775533.4105,2958526.195,241,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,THAC,N WASHINGTON,1.0,,-71.058308,42.365499,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:N WASHINGTON
METER_TYPE：SINGLE-SPACE"
1647,586,756,778255.9418,2952606.817,757,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,MELC,SUMMER ST,1.0,,-71.04835,42.349216999999996,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AF,AF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:SUMMER ST
METER_TYPE：SINGLE-SPACE"
1556,1561,452,778876.9638,2950253.356,453,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,CYPH,D STREET,1.0,,-71.046099,42.34275,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:D STREET
METER_TYPE：SINGLE-SPACE"
1729,854,3098,771107.7199,2954519.037,3099,,IPS,"08:00AM-04:00PM MON-FRI $0.25 120, 08:00AM-06:00PM SAT $0.25 120",,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 04:00PM-24:00AM MON-FRI, 06:00PM-24:00AM SAT",,,,W,MARL,BERKELEY ST,1.0,,-71.074758,42.354565,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DC,DC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BERKELEY ST
METER_TYPE：SINGLE-SPACE"
210,1766,3535,769080.7456,2952862.17,3536,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,NEWB,FAIRFIELD ST,1.0,,-71.082287,42.350046,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DE,DE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:FAIRFIELD ST
METER_TYPE：SINGLE-SPACE"
297,1719,2748,772235.8912,2950826.108,2749,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,HANS,TREMONT ST,1.0,,-71.07065300000002,42.344415999999995,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CG,CG,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:TREMONT ST
METER_TYPE：SINGLE-SPACE"
1884,719,2458,773767.4908,2950540.8680000002,2459,,IPS,"08:00AM-06:00PM SAT $0.25 120, 09:30AM-06:00PM MON-FRI $0.25 120",,"00:00AM-24:00AM SUN, 00:00AM-09:30AM MON-FRI, 00:00AM-08:00AM SAT, 06:00PM-24:00AM MON-SAT",,,,S,HARR,EAST BERKELEY ST,1.0,,-71.064993,42.343612,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0CF,CF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:EAST BERKELEY ST
METER_TYPE：SINGLE-SPACE"
1833,1570,881,777320.6415,2951420.043,882,,IPS,10:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-10:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,IRON,A STREET,1.0,,-71.051833,42.345974,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AH,AH,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:A STREET
METER_TYPE：SINGLE-SPACE"
651,1216,4233,768199.1728,2951483.977,4234,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,DALT,BELVIDERE ST,1.0,,-71.085573,42.346276,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0EE,EE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BELVIDERE ST
METER_TYPE：SINGLE-SPACE"
1233,539,3433,773183.8299,2955330.86,3434,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,E,SPRU,BEACON ST,1.0,,-71.06706199999998,42.356764,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DD,DD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BEACON ST
METER_TYPE：SINGLE-SPACE"
1502,1569,4279,769059.0885,2950604.7989999996,4280,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,HUNT,CUMBERLAND ST,1.0,,-71.082408,42.34385200000001,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0EE,EE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:CUMBERLAND ST
METER_TYPE：SINGLE-SPACE"
1931,13,3082,771271.2664,2954082.903,3083,,IPS,"08:00AM-04:00PM MON-FRI $0.25 120, 08:00AM-06:00PM SAT $0.25 120",,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 04:00PM-24:00AM MON-FRI, 06:00PM-24:00AM SAT",,,,W,COMM,BERKELEY ST,1.0,,-71.074161,42.353365999999994,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DC,DC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BERKELEY ST
METER_TYPE：SINGLE-SPACE"
916,290,3606,770565.0162,2954180.335,3607,,IPS,08:00AM-06:00PM MON-FRI $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-FRI, 00:00AM-24:00AM SAT, 06:00PM-24:00AM MON-FRI",,,,W,MARL,CLARENDON ST,1.0,,-71.07677199999998,42.353643,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0DF,DF,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:CLARENDON ST
METER_TYPE：SINGLE-SPACE"
993,1262,6950,761083.0368,2952993.12,6951,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,AMOR,COMMONWEALTH AV,1.0,,-71.111871,42.350509,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0KE,KE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:COMMONWEALTH AV
METER_TYPE：SINGLE-SPACE"
429,1326,558,772918.9698,2957994.222,559,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,BLOS,BLOSSOM ST,1.0,,-71.067992,42.364076000000004,,,,,1.0,SINGLE-SPACE,NO,DISTRICT 0,,,0AE,AE,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE,"STREET:BLOSSOM ST
METER_TYPE：SINGLE-SPACE"
